CountMax ,fattree8 ,50000 , 100 ,  0.99 , 0.433658090813474 , 0 , 1 , 326
CountMax ,fattree8 ,50000 , 100 ,  0.98 , 0.436480285038219 , 0 , 1 , 656
CountMax ,fattree8 ,50000 , 100 ,  0.95 , 0.384984106067461 , 0 , 1 , 1454
SketchVisor ,fattree8 ,50000 , 100 ,  0.99 , 0.0962841956773258 , 0 , 1.02399948937257 , 48
SketchVisor ,fattree8 ,50000 , 100 ,  0.98 , 0.0833143698675653 , 0 , 1.04487982126636 , 83
SketchVisor ,fattree8 ,50000 , 100 ,  0.95 , 0.0831042542987777 , 0 , 1.05947523800046 , 207
CountMax ,fattree8 ,50000 , 200 ,  0.99 , 0.658798905720042 , 0 , 1 , 448
CountMax ,fattree8 ,50000 , 200 ,  0.98 , 0.664798508445531 , 0 , 1 , 890
CountMax ,fattree8 ,50000 , 200 ,  0.95 , 0.618541848218581 , 0 , 1 , 2139
SketchVisor ,fattree8 ,50000 , 200 ,  0.99 , 0.192476012589723 , 0 , 1.02539838597354 , 96
SketchVisor ,fattree8 ,50000 , 200 ,  0.98 , 0.18077413080121 , 0 , 1.10751595367525 , 180
SketchVisor ,fattree8 ,50000 , 200 ,  0.95 , 0.199030062674429 , 0 , 1.17387747396243 , 495
CountMax ,fattree8 ,50000 , 400 ,  0.99 , 0.879224738644894 , 0 , 1 , 497
CountMax ,fattree8 ,50000 , 400 ,  0.98 , 0.878123300018885 , 0 , 1 , 994
CountMax ,fattree8 ,50000 , 400 ,  0.95 , 0.858479908004883 , 0 , 1 , 2467
SketchVisor ,fattree8 ,50000 , 400 ,  0.99 , 0.443806933832371 , 0 , 1.16765257238075 , 221
SketchVisor ,fattree8 ,50000 , 400 ,  0.98 , 0.422753742601648 , 0 , 1.16765257238075 , 421
SketchVisor ,fattree8 ,50000 , 400 ,  0.95 , 0.447528913467498 , 0 , 1.16765257238075 , 1113
CountMax ,fattree8 ,50000 , 700 ,  0.99 , 0.960604648621915 , 0.315382485141555 , 1 , 500
CountMax ,fattree8 ,50000 , 700 ,  0.98 , 0.958834207799842 , 0 , 1 , 999
CountMax ,fattree8 ,50000 , 700 ,  0.95 , 0.946096226786016 , 0 , 1 , 2494
SketchVisor ,fattree8 ,50000 , 700 ,  0.99 , 0.702899494678174 , 0 , 1.14519208577243 , 350
SketchVisor ,fattree8 ,50000 , 700 ,  0.98 , 0.69772295436373 , 0 , 1.14519208577243 , 695
SketchVisor ,fattree8 ,50000 , 700 ,  0.95 , 0.720343458560221 , 0 , 1.28176937666763 , 1793
CountMax ,fattree8 ,50000 , 1000 ,  0.99 , 0.979832091880238 , 0.235279832211061 , 1 , 500
CountMax ,fattree8 ,50000 , 1000 ,  0.98 , 0.979220361358346 , 0.235279832211061 , 1 , 1000
CountMax ,fattree8 ,50000 , 1000 ,  0.95 , 0.976259836313846 , 0.235279832211061 , 1 , 2500
SketchVisor ,fattree8 ,50000 , 1000 ,  0.99 , 0.868319291467768 , 0 , 1.09007981755986 , 433
SketchVisor ,fattree8 ,50000 , 1000 ,  0.98 , 0.877443505960897 , 0 , 1.14394161903256 , 875
SketchVisor ,fattree8 ,50000 , 1000 ,  0.95 , 0.890233383557211 , 0 , 1.26039155174077 , 2218
CountMax ,fattree8 ,50000 , 1500 ,  0.99 , 0.992172126342497 , 0.558342012080816 , 1 , 500
CountMax ,fattree8 ,50000 , 1500 ,  0.98 , 0.991921965048402 , 0.429733526692649 , 1 , 1000
CountMax ,fattree8 ,50000 , 1500 ,  0.95 , 0.990741112695576 , 0 , 1 , 2499
SketchVisor ,fattree8 ,50000 , 1500 ,  0.99 , 0.98564703043625 , 0 , 1.11132792010239 , 492
SketchVisor ,fattree8 ,50000 , 1500 ,  0.98 , 0.986445589169689 , 0 , 1.11132792010239 , 985
SketchVisor ,fattree8 ,50000 , 1500 ,  0.95 , 0.990163219522191 , 0 , 1.2236508864212 , 2471
CountMax ,fattree8 ,50000 , 2000 ,  0.99 , 0.996367567553629 , 0.572713961335229 , 1 , 500
CountMax ,fattree8 ,50000 , 2000 ,  0.98 , 0.996352700807624 , 0.388308366824991 , 1 , 1000
CountMax ,fattree8 ,50000 , 2000 ,  0.95 , 0.99674932907876 , 0.388308366824991 , 1 , 2500
SketchVisor ,fattree8 ,50000 , 2000 ,  0.99 , 0.997106064133883 , 0 , 1.09966673609665 , 498
SketchVisor ,fattree8 ,50000 , 2000 ,  0.98 , 0.998028418044735 , 0 , 1.09966673609665 , 997
SketchVisor ,fattree8 ,50000 , 2000 ,  0.95 , 0.99950766252162 , 0 , 1.18989295013984 , 2496
CountMax ,fattree8 ,50000 , 2500 ,  0.99 , 0.998176501183716 , 0.635380098950956 , 1 , 500
CountMax ,fattree8 ,50000 , 2500 ,  0.98 , 0.998615929383638 , 0.635380098950956 , 1 , 1000
CountMax ,fattree8 ,50000 , 2500 ,  0.95 , 0.998189737002631 , 0.511380383166858 , 1 , 2500
SketchVisor ,fattree8 ,50000 , 2500 ,  0.99 , 1.0005563186854 , 1 , 1.07817992032891 , 500
SketchVisor ,fattree8 ,50000 , 2500 ,  0.98 , 1.00057350236972 , 1 , 1.11661786928598 , 1000
SketchVisor ,fattree8 ,50000 , 2500 ,  0.95 , 1.00066029986796 , 1 , 1.15575272446716 , 2500
CountMax ,fattree8 ,50000 , 3000 ,  0.99 , 0.999552600316006 , 0.948797844966227 , 1 , 500
CountMax ,fattree8 ,50000 , 3000 ,  0.98 , 0.999529888289418 , 0.910586984364805 , 1 , 1000
CountMax ,fattree8 ,50000 , 3000 ,  0.95 , 0.999273309792346 , 0.774671749258789 , 1 , 2500
SketchVisor ,fattree8 ,50000 , 3000 ,  0.99 , 1.00057527178691 , 1 , 1.05963340970631 , 500
SketchVisor ,fattree8 ,50000 , 3000 ,  0.98 , 1.00054328755675 , 1 , 1.08957795004307 , 1000
SketchVisor ,fattree8 ,50000 , 3000 ,  0.95 , 1.0005530353853 , 1 , 1.12338058957791 , 2500
CountMax ,fattree8 ,100000 , 100 ,  0.99 , 0.268013875181942 , 0 , 0.999945648038438 , 425
CountMax ,fattree8 ,100000 , 100 ,  0.98 , 0.257989088432619 , 0 , 0.999945648038438 , 812
CountMax ,fattree8 ,100000 , 100 ,  0.95 , 0.22309401392845 , 0 , 0.999945648038438 , 1779
SketchVisor ,fattree8 ,100000 , 100 ,  0.99 , 0.0552423666558969 , 0 , 1.13548576398713 , 55
SketchVisor ,fattree8 ,100000 , 100 ,  0.98 , 0.045137294415819 , 0 , 1.13548576398713 , 90
SketchVisor ,fattree8 ,100000 , 100 ,  0.95 , 0.0433372848667207 , 0 , 1.13548576398713 , 216
CountMax ,fattree8 ,100000 , 200 ,  0.99 , 0.437633612284686 , 0 , 0.99998992382411 , 667
CountMax ,fattree8 ,100000 , 200 ,  0.98 , 0.431205983953182 , 0 , 0.99998992382411 , 1301
CountMax ,fattree8 ,100000 , 200 ,  0.95 , 0.386685286043073 , 0 , 1 , 2952
SketchVisor ,fattree8 ,100000 , 200 ,  0.99 , 0.109276669270112 , 0 , 1.04656443996392 , 109
SketchVisor ,fattree8 ,100000 , 200 ,  0.98 , 0.105238880565702 , 0 , 1.04656443996392 , 210
SketchVisor ,fattree8 ,100000 , 200 ,  0.95 , 0.100959947234406 , 0 , 1.07963431462741 , 503
CountMax ,fattree8 ,100000 , 400 ,  0.99 , 0.685732556284115 , 0 , 1 , 916
CountMax ,fattree8 ,100000 , 400 ,  0.98 , 0.68034223154318 , 0 , 1 , 1824
CountMax ,fattree8 ,100000 , 400 ,  0.95 , 0.636032374888181 , 0 , 1 , 4344
SketchVisor ,fattree8 ,100000 , 400 ,  0.99 , 0.253734011307967 , 0 , 1.04820673087144 , 253
SketchVisor ,fattree8 ,100000 , 400 ,  0.98 , 0.248361114385743 , 0 , 1.16008051954276 , 495
SketchVisor ,fattree8 ,100000 , 400 ,  0.95 , 0.228716206805176 , 0 , 1.16008051954276 , 1139
CountMax ,fattree8 ,100000 , 700 ,  0.99 , 0.863862068234856 , 0 , 1 , 994
CountMax ,fattree8 ,100000 , 700 ,  0.98 , 0.858225102510209 , 0 , 1 , 1981
CountMax ,fattree8 ,100000 , 700 ,  0.95 , 0.82779963815178 , 0 , 1 , 4883
SketchVisor ,fattree8 ,100000 , 700 ,  0.99 , 0.431619501269533 , 0 , 1.07108682246369 , 430
SketchVisor ,fattree8 ,100000 , 700 ,  0.98 , 0.426967865319276 , 0 , 1.07108682246369 , 851
SketchVisor ,fattree8 ,100000 , 700 ,  0.95 , 0.416478529341921 , 0 , 1.25122964353373 , 2073
CountMax ,fattree8 ,100000 , 1000 ,  0.99 , 0.923358542503962 , 0 , 1 , 997
CountMax ,fattree8 ,100000 , 1000 ,  0.98 , 0.922558774494992 , 0 , 1 , 1989
CountMax ,fattree8 ,100000 , 1000 ,  0.95 , 0.905846018428864 , 0 , 1 , 4955
SketchVisor ,fattree8 ,100000 , 1000 ,  0.99 , 0.588218276999364 , 0 , 1.12130738679829 , 586
SketchVisor ,fattree8 ,100000 , 1000 ,  0.98 , 0.593270371669898 , 0 , 1.17297309559457 , 1182
SketchVisor ,fattree8 ,100000 , 1000 ,  0.95 , 0.589602777505328 , 0 , 1.24198341936493 , 2934
CountMax ,fattree8 ,100000 , 1500 ,  0.99 , 0.965961245907703 , 0.0127101525839833 , 1 , 1000
CountMax ,fattree8 ,100000 , 1500 ,  0.98 , 0.96749783229391 , 0.0127101525839833 , 1 , 2000
CountMax ,fattree8 ,100000 , 1500 ,  0.95 , 0.96015025982318 , 0 , 1 , 4995
SketchVisor ,fattree8 ,100000 , 1500 ,  0.99 , 0.798321484371104 , 0 , 1.10194364923911 , 796
SketchVisor ,fattree8 ,100000 , 1500 ,  0.98 , 0.789435433283742 , 0 , 1.16135837756908 , 1574
SketchVisor ,fattree8 ,100000 , 1500 ,  0.95 , 0.799363974273782 , 0 , 1.22481186019431 , 3981
CountMax ,fattree8 ,100000 , 2000 ,  0.99 , 0.983222688903815 , 0.218869668559356 , 1 , 1000
CountMax ,fattree8 ,100000 , 2000 ,  0.98 , 0.983217097248474 , 0.170676384189194 , 1 , 2000
CountMax ,fattree8 ,100000 , 2000 ,  0.95 , 0.981157482780489 , 0 , 1 , 4999
SketchVisor ,fattree8 ,100000 , 2000 ,  0.99 , 0.917255396807579 , 0 , 1.15977211853238 , 915
SketchVisor ,fattree8 ,100000 , 2000 ,  0.98 , 0.923996925870532 , 0 , 1.15977211853238 , 1843
SketchVisor ,fattree8 ,100000 , 2000 ,  0.95 , 0.926267687109978 , 0 , 1.21413746630728 , 4616
CountMax ,fattree8 ,100000 , 2500 ,  0.99 , 0.988844250608619 , 0.17004048582996 , 1 , 1000
CountMax ,fattree8 ,100000 , 2500 ,  0.98 , 0.989504198818029 , 0.17004048582996 , 1 , 2000
CountMax ,fattree8 ,100000 , 2500 ,  0.95 , 0.988717814377234 , 0 , 1 , 4998
SketchVisor ,fattree8 ,100000 , 2500 ,  0.99 , 0.972079337615697 , 0 , 1.14761277156583 , 970
SketchVisor ,fattree8 ,100000 , 2500 ,  0.98 , 0.972602539015924 , 0 , 1.14761277156583 , 1941
SketchVisor ,fattree8 ,100000 , 2500 ,  0.95 , 0.975571928543875 , 0 , 1.18836574725829 , 4866
CountMax ,fattree8 ,100000 , 3000 ,  0.99 , 0.993458771257484 , 0.537983903462099 , 1 , 1000
CountMax ,fattree8 ,100000 , 3000 ,  0.98 , 0.994118541759977 , 0.537983903462099 , 1 , 2000
CountMax ,fattree8 ,100000 , 3000 ,  0.95 , 0.99394851165096 , 0.382780025494652 , 1 , 5000
SketchVisor ,fattree8 ,100000 , 3000 ,  0.99 , 0.988231005473622 , 0 , 1.13475192381276 , 987
SketchVisor ,fattree8 ,100000 , 3000 ,  0.98 , 0.991348238857555 , 0 , 1.13475192381276 , 1980
SketchVisor ,fattree8 ,100000 , 3000 ,  0.95 , 0.995341123518851 , 0 , 1.18191374663073 , 4968
CountMax ,fattree8 ,200000 , 100 ,  0.99 , 0.146180066937986 , 0 , 0.999833716132653 , 508
CountMax ,fattree8 ,200000 , 100 ,  0.98 , 0.140299291174544 , 0 , 0.999833716132653 , 972
CountMax ,fattree8 ,200000 , 100 ,  0.95 , 0.124257797624095 , 0 , 0.999850041900057 , 2157
SketchVisor ,fattree8 ,200000 , 100 ,  0.99 , 0.0205576415755118 , 0 , 1.07104376538123 , 41
SketchVisor ,fattree8 ,200000 , 100 ,  0.98 , 0.0193251924178684 , 0 , 1.07104376538123 , 77
SketchVisor ,fattree8 ,200000 , 100 ,  0.95 , 0.0219930528180159 , 0 , 1.12462956595773 , 219
CountMax ,fattree8 ,200000 , 200 ,  0.99 , 0.267882515754566 , 0 , 0.999758153320503 , 841
CountMax ,fattree8 ,200000 , 200 ,  0.98 , 0.255300142110114 , 0 , 0.999975400661722 , 1633
CountMax ,fattree8 ,200000 , 200 ,  0.95 , 0.230544212886767 , 0 , 0.999975400661722 , 3722
SketchVisor ,fattree8 ,200000 , 200 ,  0.99 , 0.0472529078222602 , 0 , 1.15221084434966 , 94
SketchVisor ,fattree8 ,200000 , 200 ,  0.98 , 0.0467064967478136 , 0 , 1.15221084434966 , 186
SketchVisor ,fattree8 ,200000 , 200 ,  0.95 , 0.0475297179046465 , 0 , 1.20436045529773 , 473
CountMax ,fattree8 ,200000 , 400 ,  0.99 , 0.456571015633707 , 0 , 1 , 1377
CountMax ,fattree8 ,200000 , 400 ,  0.98 , 0.44604386695426 , 0 , 1 , 2690
CountMax ,fattree8 ,200000 , 400 ,  0.95 , 0.405775737126328 , 0 , 1 , 6149
SketchVisor ,fattree8 ,200000 , 400 ,  0.99 , 0.11082741169871 , 0 , 1.05337140833223 , 221
SketchVisor ,fattree8 ,200000 , 400 ,  0.98 , 0.108131075662947 , 0 , 1.09329382318249 , 431
SketchVisor ,fattree8 ,200000 , 400 ,  0.95 , 0.110151182874981 , 0 , 1.23473682387377 , 1097
CountMax ,fattree8 ,200000 , 700 ,  0.99 , 0.660270162834473 , 0 , 1 , 1813
CountMax ,fattree8 ,200000 , 700 ,  0.98 , 0.647726533305342 , 0 , 1 , 3533
CountMax ,fattree8 ,200000 , 700 ,  0.95 , 0.608987675697454 , 0 , 1 , 8433
SketchVisor ,fattree8 ,200000 , 700 ,  0.99 , 0.203433776507671 , 0 , 1.0412819150114 , 406
SketchVisor ,fattree8 ,200000 , 700 ,  0.98 , 0.211576351645886 , 0 , 1.07414569650988 , 844
SketchVisor ,fattree8 ,200000 , 700 ,  0.95 , 0.212523851821306 , 0 , 1.1768924481365 , 2116
CountMax ,fattree8 ,200000 , 1000 ,  0.99 , 0.78852212125907 , 0 , 1 , 1940
CountMax ,fattree8 ,200000 , 1000 ,  0.98 , 0.775141598196643 , 0 , 1 , 3848
CountMax ,fattree8 ,200000 , 1000 ,  0.95 , 0.738136335508754 , 0 , 1 , 9395
SketchVisor ,fattree8 ,200000 , 1000 ,  0.99 , 0.307146981621528 , 0 , 1.09376154765786 , 612
SketchVisor ,fattree8 ,200000 , 1000 ,  0.98 , 0.312198618589761 , 0 , 1.09376154765786 , 1244
SketchVisor ,fattree8 ,200000 , 1000 ,  0.95 , 0.313649023743189 , 0 , 1.31384215005892 , 3122
CountMax ,fattree8 ,200000 , 1500 ,  0.99 , 0.89456955308568 , 0 , 1 , 1992
CountMax ,fattree8 ,200000 , 1500 ,  0.98 , 0.881559623888638 , 0 , 1 , 3970
CountMax ,fattree8 ,200000 , 1500 ,  0.95 , 0.858812646739794 , 0 , 1 , 9835
SketchVisor ,fattree8 ,200000 , 1500 ,  0.99 , 0.478151075874197 , 0 , 1.09993172268908 , 953
SketchVisor ,fattree8 ,200000 , 1500 ,  0.98 , 0.46954121352192 , 0 , 1.11895518235621 , 1871
SketchVisor ,fattree8 ,200000 , 1500 ,  0.95 , 0.465571609026792 , 0 , 1.17058336853964 , 4634
CountMax ,fattree8 ,200000 , 2000 ,  0.99 , 0.934755007144934 , 0 , 1 , 1993
CountMax ,fattree8 ,200000 , 2000 ,  0.98 , 0.927806810845922 , 0 , 1 , 3988
CountMax ,fattree8 ,200000 , 2000 ,  0.95 , 0.914474305649443 , 0 , 1 , 9949
SketchVisor ,fattree8 ,200000 , 2000 ,  0.99 , 0.608380208010168 , 0 , 1.05458004018754 , 1213
SketchVisor ,fattree8 ,200000 , 2000 ,  0.98 , 0.613805711670789 , 0 , 1.15679189393987 , 2446
SketchVisor ,fattree8 ,200000 , 2000 ,  0.95 , 0.611286852814784 , 0 , 1.19246920214142 , 6084
CountMax ,fattree8 ,200000 , 2500 ,  0.99 , 0.961795958448911 , 0 , 1 , 1999
CountMax ,fattree8 ,200000 , 2500 ,  0.98 , 0.955396031159846 , 0 , 1 , 3996
CountMax ,fattree8 ,200000 , 2500 ,  0.95 , 0.945950348927103 , 0 , 1 , 9977
SketchVisor ,fattree8 ,200000 , 2500 ,  0.99 , 0.738457710873623 , 0 , 1.13375157470396 , 1472
SketchVisor ,fattree8 ,200000 , 2500 ,  0.98 , 0.741746504956458 , 0 , 1.13375157470396 , 2956
SketchVisor ,fattree8 ,200000 , 2500 ,  0.95 , 0.737008709886613 , 0 , 1.2884231373576 , 7337
CountMax ,fattree8 ,200000 , 3000 ,  0.99 , 0.974500829012933 , 0 , 1 , 1999
CountMax ,fattree8 ,200000 , 3000 ,  0.98 , 0.969864090351236 , 0 , 1 , 3998
CountMax ,fattree8 ,200000 , 3000 ,  0.95 , 0.964002973684899 , 0 , 1 , 9991
SketchVisor ,fattree8 ,200000 , 3000 ,  0.99 , 0.823915271742972 , 0 , 1.08493697478992 , 1643
SketchVisor ,fattree8 ,200000 , 3000 ,  0.98 , 0.822757016689482 , 0 , 1.11979767783601 , 3280
SketchVisor ,fattree8 ,200000 , 3000 ,  0.95 , 0.826326693527817 , 0 , 1.28662582950485 , 8229
CountMax ,fattree8 ,300000 , 100 ,  0.99 , 0.106128565837352 , 0 , 0.999625277795298 , 554
CountMax ,fattree8 ,300000 , 100 ,  0.98 , 0.0959089080363639 , 0 , 0.999740551392091 , 1016
CountMax ,fattree8 ,300000 , 100 ,  0.95 , 0.0858139977254547 , 0 , 0.999740551392091 , 2225
SketchVisor ,fattree8 ,300000 , 100 ,  0.99 , 0.013055184821809 , 0 , 1.04125380198465 , 39
SketchVisor ,fattree8 ,300000 , 100 ,  0.98 , 0.0132404557176227 , 0 , 1.08637580043964 , 79
SketchVisor ,fattree8 ,300000 , 100 ,  0.95 , 0.0129350162335776 , 0 , 1.08637580043964 , 193
CountMax ,fattree8 ,300000 , 200 ,  0.99 , 0.199931629176339 , 0 , 0.999512704249495 , 971
CountMax ,fattree8 ,300000 , 200 ,  0.98 , 0.185368378832829 , 0 , 0.99996135026707 , 1815
CountMax ,fattree8 ,300000 , 200 ,  0.95 , 0.165701884296217 , 0 , 0.99996135026707 , 4093
SketchVisor ,fattree8 ,300000 , 200 ,  0.99 , 0.0295159659331264 , 0 , 1.14344917924184 , 88
SketchVisor ,fattree8 ,300000 , 200 ,  0.98 , 0.0299749580614898 , 0 , 1.14344917924184 , 179
SketchVisor ,fattree8 ,300000 , 200 ,  0.95 , 0.0292790007978602 , 0 , 1.24520342478595 , 437
CountMax ,fattree8 ,300000 , 400 ,  0.99 , 0.350133869831528 , 0 , 0.99994074556888 , 1621
CountMax ,fattree8 ,300000 , 400 ,  0.98 , 0.333916047988327 , 0 , 1 , 3106
CountMax ,fattree8 ,300000 , 400 ,  0.95 , 0.300807381044601 , 0 , 1 , 7033
SketchVisor ,fattree8 ,300000 , 400 ,  0.99 , 0.0628386085891155 , 0 , 1.04119737868941 , 188
SketchVisor ,fattree8 ,300000 , 400 ,  0.98 , 0.0687412193106841 , 0 , 1.21385058083769 , 411
SketchVisor ,fattree8 ,300000 , 400 ,  0.95 , 0.0679527374688651 , 0 , 1.23086239118674 , 1014
CountMax ,fattree8 ,300000 , 700 ,  0.99 , 0.534290159548726 , 0 , 1 , 2330
CountMax ,fattree8 ,300000 , 700 ,  0.98 , 0.509321758130738 , 0 , 1 , 4490
CountMax ,fattree8 ,300000 , 700 ,  0.95 , 0.464159423490756 , 0 , 1 , 10303
SketchVisor ,fattree8 ,300000 , 700 ,  0.99 , 0.132842920161953 , 0 , 1.07184325649682 , 397
SketchVisor ,fattree8 ,300000 , 700 ,  0.98 , 0.138384619948532 , 0 , 1.07184325649682 , 827
SketchVisor ,fattree8 ,300000 , 700 ,  0.95 , 0.135719170479198 , 0 , 1.27955099899667 , 2026
CountMax ,fattree8 ,300000 , 1000 ,  0.99 , 0.65882685395727 , 0 , 1 , 2704
CountMax ,fattree8 ,300000 , 1000 ,  0.98 , 0.642642735042352 , 0 , 1 , 5312
CountMax ,fattree8 ,300000 , 1000 ,  0.95 , 0.597004762512333 , 0 , 1 , 12543
SketchVisor ,fattree8 ,300000 , 1000 ,  0.99 , 0.20172791446977 , 0 , 1.09898235571127 , 603
SketchVisor ,fattree8 ,300000 , 1000 ,  0.98 , 0.204869711730763 , 0 , 1.1406642757649 , 1225
SketchVisor ,fattree8 ,300000 , 1000 ,  0.95 , 0.206159708962132 , 0 , 1.24832598674249 , 3078
CountMax ,fattree8 ,300000 , 1500 ,  0.99 , 0.793890177442105 , 0 , 1 , 2936
CountMax ,fattree8 ,300000 , 1500 ,  0.98 , 0.777985479314402 , 0 , 1 , 5813
CountMax ,fattree8 ,300000 , 1500 ,  0.95 , 0.743148409288053 , 0 , 1 , 14148
SketchVisor ,fattree8 ,300000 , 1500 ,  0.99 , 0.306112794451294 , 0 , 1.10228503088932 , 915
SketchVisor ,fattree8 ,300000 , 1500 ,  0.98 , 0.31093866183809 , 0 , 1.10228503088932 , 1859
SketchVisor ,fattree8 ,300000 , 1500 ,  0.95 , 0.321540035502805 , 0 , 1.26560784675839 , 4799
CountMax ,fattree8 ,300000 , 2000 ,  0.99 , 0.865263988468336 , 0 , 1 , 2973
CountMax ,fattree8 ,300000 , 2000 ,  0.98 , 0.857664610639441 , 0 , 1 , 5928
CountMax ,fattree8 ,300000 , 2000 ,  0.95 , 0.830923066968422 , 0 , 1 , 14624
SketchVisor ,fattree8 ,300000 , 2000 ,  0.99 , 0.424310011983896 , 0 , 1.10485603461137 , 1268
SketchVisor ,fattree8 ,300000 , 2000 ,  0.98 , 0.427611737623077 , 0 , 1.21452020797009 , 2555
SketchVisor ,fattree8 ,300000 , 2000 ,  0.95 , 0.428072184346234 , 0 , 1.33189266521598 , 6387
CountMax ,fattree8 ,300000 , 2500 ,  0.99 , 0.913988174684325 , 0 , 1 , 2993
CountMax ,fattree8 ,300000 , 2500 ,  0.98 , 0.907140523568175 , 0 , 1 , 5976
CountMax ,fattree8 ,300000 , 2500 ,  0.95 , 0.888619929147134 , 0 , 1 , 14855
SketchVisor ,fattree8 ,300000 , 2500 ,  0.99 , 0.527984519320847 , 0 , 1.13046198536395 , 1578
SketchVisor ,fattree8 ,300000 , 2500 ,  0.98 , 0.538333509755626 , 0 , 1.19807737397421 , 3217
SketchVisor ,fattree8 ,300000 , 2500 ,  0.95 , 0.538098750468959 , 0 , 1.31491549607616 , 8030
CountMax ,fattree8 ,300000 , 3000 ,  0.99 , 0.937333300101374 , 0 , 1 , 2997
CountMax ,fattree8 ,300000 , 3000 ,  0.98 , 0.932404505192272 , 0 , 1 , 5987
CountMax ,fattree8 ,300000 , 3000 ,  0.95 , 0.919075985042435 , 0 , 1 , 14922
SketchVisor ,fattree8 ,300000 , 3000 ,  0.99 , -11237661246.0195 , -17238852179215.2 , 1.16224255520292 , 1790
